lap_number,elapsed_time,pos_x,pos_z,speed,gear,rpm,throttle,brake,fuel,tyre_pressure_fl,tyre_pressure_fr,tyre_pressure_rl,tyre_pressure_rr,tyre_temp_fl,tyre_temp_fr,tyre_temp_rl,tyre_temp_rr
0,0.0005192756652832031,9.518770222038953e-08,8.744681483929817e-07,0.004666589200496674,1,3,0.0,0.0,29.981624603271484,14.910506248474121,14.91118335723877,14.9140043258667,14.922750473022461,12.940665245056152,12.944896697998047,12.962526321411133,13.017189979553223
0,0.02319025993347168,-4.213062850390997e-06,1.1798465467165176e-05,0.007889258675277233,1,0,0.0,0.0,29.981624603271484,14.910500526428223,14.911178588867188,14.913996696472168,14.922739028930664,12.940627098083496,12.944866180419922,12.962480545043945,13.017121315002441
0,0.042720794677734375,-1.450462121693405e-05,2.8092405378953023e-05,0.005011106841266155,1,1,0.0,0.0,29.981624603271484,14.910496711730957,14.911174774169922,14.913991928100586,14.922731399536133,12.940604209899902,12.944843292236328,12.962446212768555,13.017069816589355
0,0.06026959419250488,-2.0337906000682943e-05,4.156486129253817e-05,0.005385148338973522,1,2,0.0,0.0,29.981624603271484,14.910492897033691,14.911170959472656,14.913986206054688,14.922722816467285,12.940581321716309,12.944820404052734,12.962411880493164,13.01701831817627
0,0.07849502563476562,-1.754300340325171e-05,7.166322780808448e-05,0.0032296250574290752,1,0,0.0,0.0,29.981624603271484,14.910489082336426,14.91116714477539,14.913980484008789,14.922714233398438,12.940558433532715,12.94479751586914,12.962377548217773,13.016966819763184
0,0.09591364860534668,5.301946018672343e-06,9.103039999198287e-05,0.01226818561553955,1,1,0.0,0.0,29.981624603271484,14.910486221313477,14.911164283752441,14.91397476196289,14.922706604003906,12.940535545349121,12.944774627685547,12.962343215942383,13.016915321350098
0,0.1138772964477539,2.7303196847773548e-05,0.00013155870988591084,0.0066979010589420795,1,3,0.0,0.0,29.981624603271484,14.910482406616211,14.911160469055176,14.913969039916992,14.922698020935059,12.940512657165527,12.944751739501953,12.962308883666992,13.016863822937012
0,0.13235712051391602,3.786518729834848e-05,0.00016290165737915113,0.007000464480370283,1,2,0.0,0.0,29.981624603271484,14.910478591918945,14.91115665435791,14.91396427154541,14.922689437866211,12.940489768981934,12.94472885131836,12.962274551391602,13.016812324523926
0,0.1505286693572998,2.246439468667899e-05,0.00020057445889765796,0.005831181537359953,1,0,0.0,0.0,29.981624603271484,14.91047477722168,14.911152839660645,14.913958549499512,14.92268180847168,12.94046688079834,12.944705963134766,12.962240219116211,13.01676082611084
0,0.16875600814819336,1.4036730512485829e-05,0.00023211209470697797,0.00834090355783701,1,0,0.0,0.0,29.981624603271484,14.910470962524414,14.911149024963379,14.913952827453613,14.922673225402832,12.940443992614746,12.944683074951172,12.96220588684082,13.016709327697754
0,0.18598723411560059,3.4683244385970424e-05,0.00025272030842882903,0.0014833762543275952,1,2,0.0,0.0,29.981624603271484,14.910467147827148,14.91114616394043,14.913948059082031,14.9226655960083,12.940421104431152,12.944660186767578,12.96217155456543,13.016657829284668
0,0.20383977890014648,3.769396312034226e-05,0.0002857471608992482,0.006929650902748108,1,4,0.0,0.0,29.981624603271484,14.910463333129883,14.911142349243164,14.913942337036133,14.922657012939453,12.940398216247559,12.944637298583984,12.962137222290039,13.016606330871582
0,0.221329927444458,6.032022433072673e-05,0.0003251662732495289,0.007097892463207245,1,1,0.0,0.0,29.981624603271484,14.910459518432617,14.911138534545898,14.913936614990234,14.922649383544922,12.940375328063965,12.94461441040039,12.962102890014648,13.016554832458496
0,0.2388625144958496,3.778613909855358e-05,0.000358025573557387,0.00557776028290391,1,0,0.0,0.0,29.981624603271484,14.910456657409668,14.911134719848633,14.913930892944336,14.922640800476074,12.940352439880371,12.944591522216797,12.962068557739258,13.01650333404541
0,0.2562599182128906,1.8548662570398028e-05,0.0003645383878123701,0.00708018010482192,1,1,0.0,0.0,29.981624603271484,14.910452842712402,14.911130905151367,14.913925170898438,14.922632217407227,12.940329551696777,12.944568634033203,12.962034225463867,13.016451835632324
0,0.27404069900512695,1.7951886689810542e-05,0.00038596109023520536,0.006110738962888718,1,0,0.0,0.0,29.981624603271484,14.910449981689453,14.911128044128418,14.913921356201172,14.922625541687012,12.94031047821045,12.944549560546875,12.962005615234375,13.016408920288086
0,0.29115843772888184,2.375354203013394e-05,0.000403508952600308,0.004736388102173805,1,1,0.0,0.0,29.981624603271484,14.910446166992188,14.911124229431152,14.913915634155273,14.922616958618164,12.940291404724121,12.944526672363281,12.961971282958984,13.016357421875
0,0.3084871768951416,4.160575110565348e-05,0.00041936113760941,0.006251235958188772,1,2,0.0,0.0,29.981624603271484,14.910444259643555,14.911120414733887,14.913909912109375,14.922609329223633,12.940274238586426,12.944503784179688,12.961936950683594,13.016305923461914
0,0.32590436935424805,4.981484867161781e-05,0.0004418637356311053,0.0085343848913908,1,3,0.0,0.0,29.981624603271484,14.910441398620605,14.911117553710938,14.913904190063477,14.922600746154785,12.94025707244873,12.944480895996094,12.961902618408203,13.016254425048828
0,0.34377336502075195,5.68893174920683e-05,0.00043999253694649437,0.009442939423024654,1,1,0.0,0.0,29.981624603271484,14.910438537597656,14.911113739013672,14.913898468017578,14.922592163085938,12.940239906311035,12.9444580078125,12.961868286132812,13.016202926635742
0,0.36117100715637207,4.091991334247494e-05,0.0004696315093183148,0.003362297546118498,1,0,0.0,0.0,29.981624603271484,14.910435676574707,14.911109924316406,14.913893699645996,14.922584533691406,12.94022274017334,12.944435119628906,12.961833953857422,13.016151428222656
0,0.38243627548217773,5.538005685247829e-05,0.000500008921443397,0.005510255228728056,1,0,0.0,0.0,29.981624603271484,14.910432815551758,14.911105155944824,14.913887023925781,14.922574996948242,12.940202713012695,12.944408416748047,12.961793899536133,13.016091346740723
0,0.39983439445495605,5.8512139093486876e-05,0.0005139737849393436,0.003929294645786285,1,3,0.0,0.0,29.981624603271484,14.910429954528809,14.911102294921875,14.913881301879883,14.922566413879395,12.940185546875,12.944385528564453,12.961759567260742,13.016039848327637
0,0.41747546195983887,3.989530486660578e-05,0.0005301529819251652,0.0033334477338939905,1,3,0.0,0.0,29.981624603271484,14.91042709350586,14.91109848022461,14.913877487182617,14.92255973815918,12.940171241760254,12.944366455078125,12.96173095703125,13.015996932983398
0,0.43491053581237793,6.720555808099188e-06,0.0005403855483979772,0.005074899643659592,1,0,0.0,0.0,29.981624603271484,14.910425186157227,14.911094665527344,14.913871765136719,14.922551155090332,12.940154075622559,12.944343566894531,12.96169662475586,13.015945434570312
0,0.4537374973297119,-1.4089948401779101e-05,0.0005396179011414662,0.003354809246957302,1,0,0.0,0.0,29.981624603271484,14.910421371459961,14.911090850830078,14.91386604309082,14.922542572021484,12.940136909484863,12.944320678710938,12.961662292480469,13.015893936157227
0,0.47112107276916504,-4.131048855420677e-06,0.0005455249872517234,0.0026109248865395784,1,2,0.0,0.0,29.981624603271484,14.910419464111328,14.911087989807129,14.913860321044922,14.922534942626953,12.940119743347168,12.944297790527344,12.961627960205078,13.01584243774414
